Index,Method,Source,Lab,Lat (N),Long (E),Sample Name,Lithology,Mineral,Age (Ma),2sigma,p-value,MSWD,df,n,Age Type,Instrument,Journal,DOI,Coordinates From
109,U-Pb,"Candan et al., 2016a",28,39.33273,28.19453,2240,Porphyritic metagranite,Zircon,314.90,4.80,0.119,1.30,32,17,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2016.06.030,Precise coordinates
110,U-Pb,"Candan et al., 2016b",2,37.63471,27.75940,168,Metagabbro,Zircon,565.20,2.30,0.948,0.63,32,17,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
111,U-Pb,"Candan et al., 2016b",2,38.31450,27.87518,170,Metagabbronorite,Zircon,554.90,8.80,0.000,10.90,26,14,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
112,U-Pb,"Candan et al., 2016b",2,38.12186,27.74651,172,Metagabbro,Zircon,563.30,2.30,1.000,0.03,32,17,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
113,U-Pb,"Candan et al., 2016b",2,38.12286,27.74043,173,Metagabbronorite,Zircon,563.80,2.90,0.856,0.74,32,17,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
114,U-Pb,"Candan et al., 2016b",2,38.11969,27.74695,05_b,Eclogitic metagabbro,Zircon,558.70,3.30,0.531,0.96,32,17,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
115,U-Pb,"Candan et al., 2016b",2,38.11969,27.74695,05_a,Eclogitic metagabbro,Zircon,535.00,3.30,0.000,8.00,38,20,conc,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.02.015,Precise coordinates
116,U-Pb,"Çetinkaplan et al., 2016",2,36.75814,31.96614,193/2A,Eclogite,Zircon,629.00,5.20,1.000,0.01,14,8,conc,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-014-1092-8,Coordinates gathered from map
117,U-Pb,"Çetinkaplan et al., 2016",2,36.58161,32.30410,198/1B,Eclogite,Zircon,84.70,3.00,0.173,1.40,10,6,conc,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-014-1092-8,Coordinates gathered from map
118,U-Pb,"Çimen et al., 2017",21,41.67540,34.00340,CN-3,Dacite porphyry,Zircon,161.40,5.30,0.790,0.07,14,8,conc,LA-ICPMS,Lithos,http://dx.doi.org/10.1016/j.lithos.2017.06.020,Precise coordinates
119,U-Pb,"Çimen et al., 2017",21,41.67640,33.98461,SL-3,Granite,Zircon,169.90,1.70,1.000,0.00,17,19,disc,LA-ICPMS,Lithos,http://dx.doi.org/10.1016/j.lithos.2017.06.020,Precise coordinates
120,U-Pb,"Çimen et al., 2018",21,41.93945,33.91097,AK-7,Metarhyodacite,Zircon,176.40,5.90,0.310,1.04,6,4,conc,LA-ICPMS,Journal of Geodynamics,https://doi.org/10.1016/j.jog.2018.01.004,Precise coordinates
121,U-Pb,"Çimen et al., 2018",21,41.67319,33.97197,AK-14,Metarhyodacite,Zircon,156.30,2.90,1.000,0.00,8,10,disc,LA-ICPMS,Journal of Geodynamics,https://doi.org/10.1016/j.jog.2018.01.004,Precise coordinates
122,U-Pb,"Çimen et al., 2018",21,41.66989,33.90155,AK-22,Metarhyodacite,Zircon,161.00,12.00,0.007,3.20,3,4,mean,LA-ICPMS,Journal of Geodynamics,https://doi.org/10.1016/j.jog.2018.01.004,Precise coordinates
123,U-Pb,"Çimen et al., 2018",21,41.67385,33.97248,DV-11,Metadiorite,Zircon,163.30,8.80,1.000,0.00,9,11,disc,LA-ICPMS,Journal of Geodynamics,https://doi.org/10.1016/j.jog.2018.01.004,Precise coordinates
124,U-Pb,"Çimen et al., 2018",21,41.67459,33.97258,DVK-13,Granite,Zircon,164.90,2.90,0.890,0.41,8,9,mean,LA-ICPMS,Journal of Geodynamics,https://doi.org/10.1016/j.jog.2018.01.004,Precise coordinates
125,U-Pb,"Çimen et al., 2022",21,39.96569,36.99908,SVK,Carbonatite,Apatite,67.10,2.40,0.120,1.40,18,20,disc,LA-ICPMS,Ore Geology Reviews,https://doi.org/10.1016/j.oregeorev.2021.104650,Coordinates gathered from map
126,U-Pb,"Çimen et al., 2025",22,41.52392,34.97961,DDG1,Dacite porphyry,Zircon,84.20,1.80,0.680,0.18,20,11,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1943,Coordinates gathered from map
127,U-Pb,"Çimen et al., 2025",22,41.52278,34.97808,DDG2,Dacite porphyry,Zircon,86.90,1.80,0.160,2.00,6,4,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.55730/1300-0985.1943,Coordinates gathered from map
128,U-Pb,"Çörtük et al., 2025",23,38.986366,35.747519,RA-225,plagiogranite,Zircon,92.24,0.46,0.047,1.50,24,13,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2025.108307,Coordinates gathered from map
129,U-Pb,"Çörtük et al., 2025",23,38.969992,35.776952,RA-216,plagiogranite,Zircon,82.79,0.33,0.026,1.40,66,34,conc,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2025.108307,Coordinates gathered from map
130,U-Pb,"Dedeoğlu et al., 2022",5,37.65000,31.33333,KY-1,Dacite,Zircon,557.10,3.70,1.000,0.08,50,26,conc,LA-ICPMS,International Geology Review ,https://doi.org/10.1080/00206814.2021.1913651,Precise coordinates
131,U-Pb,"Dedeoğlu et al., 2022",5,37.60000,31.26666,KY-2,Diabase,Zircon,551.30,3.50,1.000,0.04,38,20,conc,LA-ICPMS,International Geology Review ,https://doi.org/10.1080/00206814.2021.1913651,Precise coordinates
132,U-Pb,"Dedeoğlu et al., 2022",5,37.60000,31.23333,KY-3,Diabase,Zircon,569.00,7.20,1.000,0.00,16,9,conc,LA-ICPMS,International Geology Review ,https://doi.org/10.1080/00206814.2021.1913651,Precise coordinates
133,U-Pb,"Delibaş et al., 2011",15,39.894152,33.564817,LK43,porphyritic quartz monzonite,Zircon,73.10,2.20,0.267,1.30,4,5,mean,TIMS,GSL Special Publications,https://doi.org/10.1144/SP350.9,Coordinates gathered from map
134,U-Pb,"Dokuz et al., 2017",25,40.19810,39.89861,C24,Rhyolite,Zircon,341.80,1.20,0.012,6.30,90,46,conc,LA-ICPMS,Lithos,http://dx.doi.org/10.1016/j.lithos.2017.02.002,Coordinates gathered from map
135,U-Pb,"Elitez et al., 2018",4,37.03739,29.08008,S3,Tuff,Zircon,6.93,0.08,0.630,0.23,34,18,conc,LA-ICPMS,Turkish Journal of Earth Sciences,https://doi.org/10.3906/yer-1803-14,Coordinates gathered from map
136,U-Pb,"Elmas et al., 2017",26,40.75186,27.29122,GA-1,Tuff,Zircon,51.00,2.10,0.999,0.07,6,4,conc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2016.1227941,Coordinates gathered from map
137,U-Pb,"Elmas et al., 2017",26,40.16911,25.74963,GÖ-53e,Granite,Zircon,26.40,1.50,0.003,2.00,23,25,disc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2016.1227941,Coordinates gathered from map
138,U-Pb,"Elmas et al., 2017",26,40.15997,25.73104,GÖ-51,Rhyolite,Zircon,26.20,1.90,0.000,7.10,36,38,disc,LA-ICPMS,International Geology Review,https://doi.org/10.1080/00206814.2016.1227941,Coordinates gathered from map
139,U-Pb,"Erbil et al., 2021",27,40.62113,27.09931,1933,Tuff,Zircon,31.65,0.37,0.604,0.88,18,20,disc,LA-ICPMS,International Journal of Earth Sciences,https://doi.org/10.1007/s00531-021-02047-3,Precise coordinates
140,U-Pb,"Ersoy et al., 2017",28,40.09421,26.69466,C42,Andesite-Dacite,Zircon,43.15,0.54,0.400,0.70,26,14,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
141,U-Pb,"Ersoy et al., 2017",28,40.00041,26.76521,C35,Andesite,Zircon,40.24,0.68,0.860,0.03,20,11,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
142,U-Pb,"Ersoy et al., 2017",28,39.90443,26.79857,C12,Cpx-andesite,Zircon,37.79,0.50,0.610,0.27,30,16,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
143,U-Pb,"Ersoy et al., 2017",28,40.05925,26.74485,C17,Andesite,Zircon,36.38,0.46,0.340,0.91,32,17,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
144,U-Pb,"Ersoy et al., 2017",28,39.94804,26.82730,C16,Dacite,Zircon,37.66,1.38,0.190,1.70,24,13,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
145,U-Pb,"Ersoy et al., 2017",28,40.12753,26.65519,C41,Dacite-rhyolite,Zircon,37.29,1.54,0.019,5.50,20,11,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
146,U-Pb,"Ersoy et al., 2017",28,40.34454,27.00421,B11,Dacite,Zircon,36.05,1.16,0.860,0.03,28,15,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
147,U-Pb,"Ersoy et al., 2017",28,40.35573,26.83859,B20,Andesite,Zircon,35.09,2.00,0.860,0.03,12,7,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
148,U-Pb,"Ersoy et al., 2017",28,40.12753,26.65519,C3B,Basalt,Zircon,32.71,1.30,0.540,0.38,20,11,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
149,U-Pb,"Ersoy et al., 2017",28,40.20309,26.79903,B21,Rhyolite,Zircon,29.71,1.28,0.098,2.70,18,10,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
150,U-Pb,"Ersoy et al., 2017",28,39.84082,26.81953,C10,Rhyolite,Zircon,32.04,0.62,0.780,0.08,14,8,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
151,U-Pb,"Ersoy et al., 2017",28,40.24063,26.81899,B29,Andesite,Zircon,31.24,0.46,0.450,0.57,24,13,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
152,U-Pb,"Ersoy et al., 2017",28,40.18496,26.64088,C1B,Rhyolite,Zircon,31.05,0.44,0.260,1.30,26,14,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
153,U-Pb,"Ersoy et al., 2017",28,40.08673,26.93195,C46,Rhyolite,Zircon,30.79,0.42,0.230,1.50,22,12,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
154,U-Pb,"Ersoy et al., 2017",28,40.31263,26.87507,B36,Cpx-andesite,Zircon,30.54,0.42,0.500,0.45,26,14,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
155,U-Pb,"Ersoy et al., 2017",28,39.99807,26.90040,C18,Andesite,Zircon,27.47,0.36,0.880,0.02,24,13,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
156,U-Pb,"Ersoy et al., 2017",28,40.25748,26.86525,B23,Rhyolite,Zircon,31.42,0.44,0.890,0.02,26,14,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
157,U-Pb,"Ersoy et al., 2017",28,40.00979,26.90477,C20,Andesite,Zircon,26.81,0.28,0.710,0.13,36,19,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
158,U-Pb,"Ersoy et al., 2017",28,39.64785,27.23072,HG1,Andesite-Dacite,Zircon,24.09,1.10,0.620,0.24,20,11,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
159,U-Pb,"Ersoy et al., 2017",28,39.77357,27.21596,HG12,Andesite-Dacite,Zircon,24.74,0.28,0.670,0.18,36,19,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
160,U-Pb,"Ersoy et al., 2017",28,38.96879,27.27610,HG2,Andesite-Dacite,Zircon,24.75,0.34,0.430,0.62,26,14,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
161,U-Pb,"Ersoy et al., 2017",28,39.55880,27.05166,HG13,Andesite-Dacite,Zircon,24.74,0.46,0.036,4.40,16,9,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
162,U-Pb,"Ersoy et al., 2017",28,40.13690,27.33116,HG9,Andesite-Dacite,Zircon,23.59,0.98,0.190,1.70,22,12,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
163,U-Pb,"Ersoy et al., 2017",28,39.97832,27.26902,HG3,Andesite-Dacite,Zircon,22.47,1.04,0.320,0.99,22,12,conc,LA-ICPMS,Tectonophysics,http://dx.doi.org/10.1016/j.tecto.2017.08.016,Precise coordinates
164,U-Pb,"Ersoy et al., 2023",28,39.46699,31.51988,SV2,Monzonite,Zircon,55.62,0.61,0.510,0.44,28,15,conc,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jaesx.2023.100148,Coordinates gathered from map
165,U-Pb,"Ersoy et al., 2023",28,39.41301,31.70155,SV5,Granodiorite,Zircon,51.30,0.61,0.820,0.05,10,6,conc,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jaesx.2023.100148,Coordinates gathered from map
166,U-Pb,"Ersoy et al., 2023",28,39.39188,31.74424,SV7,Pegmatite,Zircon,40.85,0.34,0.250,1.30,22,12,conc,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jaesx.2023.100148,Coordinates gathered from map
167,U-Pb,"Ersoy et al., 2023",28,39.63060,31.00999,TK1,Tonalite,Zircon,44.30,0.69,0.530,0.04,18,10,conc,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jaesx.2023.100148,Coordinates gathered from map
168,U-Pb,"Ersoy et al., 2023",28,39.52589,31.17960,KY1,Granite,Zircon,53.73,0.54,0.800,0.07,16,9,conc,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jaesx.2023.100148,Coordinates gathered from map
169,U-Pb,"Ertürk et al., 2023",5,38.15766,38.18852,EK-2,Dacite/Rhyolite,Zircon,16.66,0.45,0.850,0.70,22,12,conc,LA-ICPMS,Geologica Carpathica,https://doi.org/10.31577/GeolCarp.2023.12,Coordinates gathered from map
170,U-Pb,"Ertürk et al., 2023",5,38.17956,38.20220,EK-9,Dacite/Rhyolite,Zircon,16.83,0.46,0.000,5.60,22,12,conc,LA-ICPMS,Geologica Carpathica,https://doi.org/10.31577/GeolCarp.2023.12,Coordinates gathered from map
171,U-Pb,"Ertürk, 2025",17,38.56341,39.434305,E4,basaltic andesite,Zircon,83.93,1.21,1.000,0.01,22,12,conc,LA-ICPMS,Geochemistry,https://doi.org/10.1016/j.chemer.2024.126234,Coordinates gathered from map
172,U-Pb,"Eyüboğlu et al., 2011a",17,40.13393,40.05420,SC-4,Granodiorite,Zircon,55.21,0.45,0.510,0.95,18,19,mean,LA-ICPMS,The Journal of Geology,https://doi.org/10.1086/660158,Coordinates gathered from map
173,U-Pb,"Eyüboğlu et al., 2011a",17,40.06962,40.12919,SH-31B,Granodiorite,Zircon,53.03,0.59,0.000,2.60,19,20,mean,LA-ICPMS,The Journal of Geology,https://doi.org/10.1086/660158,Coordinates gathered from map
174,U-Pb,"Eyüboğlu et al., 2011a",17,40.13406,39.81697,CC-8,Porphyry,Zircon,53.00,0.74,0.002,2.20,17,18,mean,LA-ICPMS,The Journal of Geology,https://doi.org/10.1086/660158,Coordinates gathered from map
175,U-Pb,"Eyüboğlu et al., 2011a",17,40.13260,40.05230,SC-29,Porphyry,Zircon,53.98,0.59,0.083,1.50,18,19,mean,LA-ICPMS,The Journal of Geology,https://doi.org/10.1086/660158,Coordinates gathered from map
176,U-Pb,"Eyüboğlu et al., 2011a",17,40.1282,40.0069,GZ-4,Porphyry,Zircon,54.91,0.03,0.870,0.14,1,2,mean,LA-ICPMS,The Journal of Geology,https://doi.org/10.1086/660158,Coordinates gathered from map
177,U-Pb,"Eyüboğlu et al., 2011b",17,40.52420,35.78458,F-19,Gabbro,Zircon,203.30,4.90,0.071,1.90,7,8,mean,LA-ICPMS,Journal of Asian Earth Sciences,https://doi.org/10.1016/j.jseaes.2011.01.007,Coordinates gathered from map
178,U-Pb,"Eyüboğlu et al., 2011c",8,40.04310,40.50639,V-165,Adakitic Quartz Diorite,Zircon,55.83,0.04,0.472,0.75,2,3,mean,TIMS,Gondwana Research,https://doi.org/10.1016/j.gr.2010.07.006,Coordinates gathered from map
179,U-Pb,"Eyüboğlu et al., 2011c",17,40.13340,40.04020,SC-4,Adakitic Granodiorite,Zircon,55.21,0.45,0.510,0.95,18,19,mean,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2010.07.006,Coordinates gathered from map
180,U-Pb,"Eyüboğlu et al., 2011c",17,40.38877,39.69134,AR-1,Adakitic Andesite,Zircon,48.71,0.74,0.116,1.50,12,13,mean,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2010.07.006,Coordinates gathered from map
181,U-Pb,"Eyüboğlu et al., 2011c",17,40.38662,40.14628,AD-19,Non-Adakitic Granite,Zircon,42.06,0.67,0.013,1.90,17,18,mean,LA-ICPMS,Gondwana Research,https://doi.org/10.1016/j.gr.2010.07.006,Coordinates gathered from map
182,U-Pb,"Eyüboğlu et al., 2011c",7,40.25524,39.27088,C-30,Non-Adakitic Granodiorite,Zircon,46.00,1.00,0.489,0.94,9,10,mean,SHRIMP,Gondwana Research,https://doi.org/10.1016/j.gr.2010.07.006,Coordinates gathered from map
183,U-Pb,"Eyüboğlu et al., 2011d",17,40.08039,38.77511,SM-7,Quartz Diorite,Zircon,53.16,0.45,0.560,0.92,18,19,mean,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2010.10.012,Coordinates gathered from map
184,U-Pb,"Eyüboğlu et al., 2012",17,40.52817,41.57534,O-19,Dacite,Zircon,7.86,0.15,0.000,3.70,9,10,mean,LA-ICPMS,Lithos,https://doi.org/10.1016/j.lithos.2012.04.034,Coordinates gathered from map
185,U-Pb,"Eyüboğlu et al., 2012",30,40.528172,41.560225,UD-2,Dacite,Zircon,8.79,0.19,0.000,5.30,8,9,mean,SHRIMP,Lithos,https://doi.org/10.1016/j.lithos.2012.04.034,Coordinates gathered from map
186,U-Pb,"Eyüboğlu et al., 2013b",17,40.38819,39.72120,HT-100,Andesite,Zircon,44.68,0.84,0.001,2.50,15,16,mean,LA-ICPMS,Geoscience Frontiers,http://dx.doi.org/10.1016/j.gsf.2012.10.001,Coordinates gathered from map
187,U-Pb,"Eyüboğlu et al., 2014",30,40.87757,38.86322,YL-1,Dacite,Zircon,91.00,1.30,0.042,2.00,8,9,mean,SHRIMP,Ore Geology Reviews,http://dx.doi.org/10.1016/j.oregeorev.2013.11.009,Coordinates gathered from map
188,U-Pb,"Eyüboğlu et al., 2015",30,40.39887,39.65109,KPR-3,Felsic tuff,Zircon,84.05,0.94,0.900,0.41,7,8,mean,SHRIMP,Lithos,http://dx.doi.org/10.1016/j.lithos.2014.11.006,Coordinates gathered from map
189,U-Pb,"Eyüboğlu et al., 2015",30,40.39414,39.65768,KPR-9,Felsic tuff,Zircon,81.09,0.62,0.300,1.16,12,13,mean,SHRIMP,Lithos,http://dx.doi.org/10.1016/j.lithos.2014.11.006,Coordinates gathered from map
190,U-Pb,"Eyüboğlu et al., 2015",30,40.40056,39.65013,KPR-14,Felsic tuff,Zircon,77.10,1.00,0.270,1.20,10,11,mean,SHRIMP,Lithos,http://dx.doi.org/10.1016/j.lithos.2014.11.006,Coordinates gathered from map
191,U-Pb,"Eyüboğlu et al., 2016a",30,40.79590,40.44633,ARH25,Gabbro,Zircon,43.54,0.32,0.968,0.37,11,12,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.07.006,Coordinates gathered from map
192,U-Pb,"Eyüboğlu et al., 2016a",54,41.09247,37.30350,ARH26,Gabbro,Zircon,43.60,0.30,0.945,0.60,26,27,mean,SIMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.07.006,Coordinates gathered from map
193,U-Pb,"Eyüboğlu et al., 2016b",2,40.81458,41.63804,YSF-2,Gabbro,Zircon,181.40,4.20,0.903,0.19,3,4,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
194,U-Pb,"Eyüboğlu et al., 2016b",30,40.88539,41.73905,RN-31,Granitic Dyke,Zircon,181.20,1.70,0.191,1.40,8,9,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
195,U-Pb,"Eyüboğlu et al., 2016b",7,40.84560,41.67544,YE-120,Tonalite,Zircon,177.60,2.40,0.498,0.92,8,9,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
196,U-Pb,"Eyüboğlu et al., 2016b",2,40.72845,42.18458,KDB-2,Tonalite,Zircon,184.80,4.30,0.000,3.10,12,13,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
197,U-Pb,"Eyüboğlu et al., 2016b",2,40.38014,39.57757,GSK-1,Tonalite,Zircon,172.90,1.00,0.998,0.05,5,6,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
198,U-Pb,"Eyüboğlu et al., 2016b",17,40.35908,39.56795,AR-62,Quartz Diorite,Zircon,171.70,3.50,0.000,3.20,14,15,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
199,U-Pb,"Eyüboğlu et al., 2016b",54,40.04297,40.55010,14TK90-2,Pegmatic Gabbro,Zircon,176.00,2.00,0.090,1.50,16,17,mean,SIMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
200,U-Pb,"Eyüboğlu et al., 2016b",8,40.00999,40.47714,T-68,Tonalite,Zircon,180.88,0.29,0.247,1.40,2,3,mean,TIMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
201,U-Pb,"Eyüboğlu et al., 2016b",17,39.98486,40.39135,T-61,Tonalite,Zircon,177.70,3.20,0.000,2.70,18,19,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2015.08.017,Coordinates gathered from map
202,U-Pb,"Eyüboğlu et al., 2017",1,40.50362,38.34743,DR-18,Granitoid,Zircon,47.96,0.77,0.000,4.50,12,13,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
203,U-Pb,"Eyüboğlu et al., 2017",1,40.49548,38.34671,DR-22,Granitoid,Zircon,43.70,0.40,0.000,3.20,12,13,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
204,U-Pb,"Eyüboğlu et al., 2017",1,40.09887,37.98703,DR-144,Granitoid,Zircon,44.60,0.30,0.000,9.90,17,18,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
205,U-Pb,"Eyüboğlu et al., 2017",1,40.10008,37.91261,DR-145,Granitoid,Zircon,43.50,0.30,0.998,0.30,18,19,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
206,U-Pb,"Eyüboğlu et al., 2017",1,40.133761,38.011136,DR-147,Granitoid,Zircon,42.90,0.30,1.000,0.00,18,19,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
207,U-Pb,"Eyüboğlu et al., 2017",1,40.05600,38.03321,DR-162,Granitoid,Zircon,42.30,0.30,0.000,3.70,18,19,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
208,U-Pb,"Eyüboğlu et al., 2017",30,40.25842,39.27708,C-30,Granitoid,Zircon,46.00,1.00,0.489,0.94,9,10,mean,LA-ICPMS,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
209,U-Pb,"Eyüboğlu et al., 2017",30,40.47990,39.70834,DLK-27,Granitoid,Zircon,44.75,0.42,0.102,1.50,14,15,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
210,U-Pb,"Eyüboğlu et al., 2017",30,40.48484,39.70218,DLK-6,Enclave in Granitoid,Zircon,45.55,0.47,0.102,1.50,14,15,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
211,U-Pb,"Eyüboğlu et al., 2017",30,40.45421,39.74571,KTS-9,Granitoid,Zircon,45.00,1.30,0.000,3.60,13,14,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
212,U-Pb,"Eyüboğlu et al., 2017",30,40.43968,39.85613,SCK-15,Granitoid,Zircon,44.01,0.50,0.004,2.30,14,15,mean,SHRIMP,Gondwana Research,http://dx.doi.org/10.1016/j.gr.2017.05.008,Coordinates gathered from map
